Logging to: LOGGER57.CSV
9999, "2019/12/5 6:23:21", 0.01, 0.36, 0.10, 0.36, , 0.85, 0.00, 0.00
14999, "2019/12/5 6:23:26", 0.02, 0.40, 0.20, 0.40, , 0.88, 14.65, 0.01
19999, "2019/12/5 6:23:31", 0.00, 4.06, 0.10, 4.06, , 0.81, 0.00, 0.00
24999, "2019/12/5 6:23:36", -5.20, 4.03, -29.50, 4.03, , 2.86, 0.00, 0.00
30000, "2019/12/5 6:23:41", -1.29, 4.16, -13.30, 4.15, , 3.32, 180.66, 0.60
34999, "2019/12/5 6:23:46", -1.32, 4.16, -12.70, 4.16, , 3.32, 156.25, 0.52
39999, "2019/12/5 6:23:51", -1.15, 4.08, -12.50, 4.08, , 4.30, 664.06, 2.85
45000, "2019/12/5 6:23:56", -1.16, 4.15, -12.50, 4.15, , 4.30, 625.00, 2.69
49998, "2019/12/5 6:24:1", -1.35, 4.16, -12.80, 4.16, , 3.34, 102.54, 0.34
54999, "2019/12/5 6:24:6", -1.31, 4.16, -13.10, 4.16, , 3.27, 58.59, 0.19
59999, "2019/12/5 6:24:11", -2.09, 4.16, -41.00, 4.15, , 3.27, 53.71, 0.18
64999, "2019/12/5 6:24:16", -3.06, 4.15, 4.10, 4.14, , 3.17, 29.30, 0.09
69999, "2019/12/5 6:24:21", 3.15, 4.13, -19.80, 4.13, , 3.17, 19.53, 0.06
74999, "2019/12/5 6:24:26", -2.78, 4.15, -40.80, 4.15, , 3.22, 43.95, 0.14
79998, "2019/12/5 6:24:31", -1.29, 4.16, -13.40, 4.16, , 3.32, 87.89, 0.29
84999, "2019/12/5 6:24:36", -1.32, 4.16, -12.80, 4.16, , 3.30, 78.12, 0.26
89999, "2019/12/5 6:24:41", -1.18, 4.07, -12.00, 4.07, , 4.44, 688.48, 3.06
94999, "2019/12/5 6:24:46", -1.13, 4.10, -12.20, 4.09, , 4.47, 673.83, 3.01
99999, "2019/12/5 6:24:51", -1.19, 4.12, -12.10, 4.11, , 4.47, 664.06, 2.97
104998, "2019/12/5 6:24:56", -1.18, 4.13, -12.60, 4.13, , 4.49, 654.30, 2.94
110000, "2019/12/5 6:25:1", -1.18, 4.14, -12.20, 4.14, , 4.49, 644.53, 2.90
114999, "2019/12/5 6:25:6", -1.29, 4.15, -13.00, 4.15, , 4.49, 634.77, 2.85
119999, "2019/12/5 6:25:11", -1.28, 4.15, -13.00, 4.15, , 4.49, 625.00, 2.81
124999, "2019/12/5 6:25:16", -1.26, 4.15, -12.70, 4.15, , 4.49, 605.47, 2.72
129999, "2019/12/5 6:25:21", -1.27, 4.15, -12.90, 4.15, , 4.49, 605.47, 2.72
134999, "2019/12/5 6:25:26", -1.26, 4.15, -13.00, 4.15, , 4.47, 590.82, 2.64
140000, "2019/12/5 6:25:31", -1.28, 4.15, -13.00, 4.15, , 4.47, 581.05, 2.60
144999, "2019/12/5 6:25:36", -1.26, 4.15, -12.90, 4.15, , 4.47, 566.41, 2.53
149999, "2019/12/5 6:25:41", -1.29, 4.15, -13.00, 4.15, , 4.47, 556.64, 2.49
154999, "2019/12/5 6:25:46", -1.25, 4.15, -12.90, 4.15, , 4.44, 546.88, 2.43
159998, "2019/12/5 6:25:51", -1.24, 4.15, -12.60, 4.15, , 4.44, 541.99, 2.41
165000, "2019/12/5 6:25:56", -1.29, 4.15, -12.70, 4.15, , 4.42, 537.11, 2.37
169999, "2019/12/5 6:26:1", -1.24, 4.16, -12.40, 4.15, , 4.44, 532.23, 2.36
174999, "2019/12/5 6:26:6", -1.25, 4.15, -12.50, 4.15, , 4.44, 527.34, 2.34
179999, "2019/12/5 6:26:11", -1.24, 4.15, -12.90, 4.15, , 4.44, 522.46, 2.32
184998, "2019/12/5 6:26:16", -1.28, 4.15, -12.90, 4.15, , 4.44, 517.58, 2.30
189999, "2019/12/5 6:26:21", -1.22, 4.15, -12.60, 4.15, , 4.42, 507.81, 2.24
194999, "2019/12/5 6:26:26", -1.30, 4.16, -12.40, 4.15, , 4.42, 502.93, 2.22
199999, "2019/12/5 6:26:31", -1.33, 4.16, -12.70, 4.15, , 4.39, 498.05, 2.19
205000, "2019/12/5 6:26:36", -1.28, 4.16, -12.70, 4.15, , 4.42, 493.16, 2.18
209998, "2019/12/5 6:26:41", -1.26, 4.15, -12.90, 4.15, , 4.42, 488.28, 2.16
215000, "2019/12/5 6:26:46", -1.30, 4.16, -12.80, 4.15, , 4.42, 478.52, 2.11
219999, "2019/12/5 6:26:51", -1.27, 4.16, -13.10, 4.15, , 4.39, 483.40, 2.12
224999, "2019/12/5 6:26:56", -1.24, 4.15, -13.00, 4.15, , 4.42, 473.63, 2.09
229999, "2019/12/5 6:27:1", -1.28, 4.16, -13.10, 4.15, , 4.42, 473.63, 2.09
234999, "2019/12/5 6:27:6", -1.25, 4.16, -12.70, 4.15, , 4.39, 468.75, 2.06
240000, "2019/12/5 6:27:11", -1.23, 4.16, -13.20, 4.15, , 4.39, 463.87, 2.04
244999, "2019/12/5 6:27:16", -1.27, 4.15, -13.10, 4.15, , 4.39, 458.98, 2.02
249999, "2019/12/5 6:27:21", -1.20, 4.16, -13.20, 4.15, , 4.39, 454.10, 2.00
254999, "2019/12/5 6:27:26", -1.29, 4.16, -13.00, 4.15, , 4.39, 454.10, 2.00
260000, "2019/12/5 6:27:31", -1.27, 4.16, -12.90, 4.15, , 4.37, 449.22, 1.96
