Logging to: LOGGER56.CSV
9999, "2019/12/4 16:12:25", -4.88, 3.84, -48.50, 3.84, , 3.96, 39.06, 0.15
14999, "2019/12/4 16:12:30", -5.07, 3.83, -50.80, 3.83, , 3.96, 39.06, 0.15
20000, "2019/12/4 16:12:35", -6.20, 3.80, -62.20, 3.80, , 3.93, 48.83, 0.19
24998, "2019/12/4 16:12:40", -4.95, 3.84, -49.00, 3.84, , 3.96, 39.06, 0.15
30000, "2019/12/4 16:12:45", -6.30, 3.80, -62.70, 3.79, , 3.91, 48.83, 0.19
34999, "2019/12/4 16:12:50", -4.89, 3.84, -48.70, 3.84, , 3.96, 39.06, 0.15
39999, "2019/12/4 16:12:55", -5.08, 3.84, -50.60, 3.83, , 3.96, 39.06, 0.15
44999, "2019/12/4 16:13:0", -6.22, 3.80, -62.80, 3.79, , 3.93, 53.71, 0.21
49999, "2019/12/4 16:13:5", -4.86, 3.84, -49.10, 3.84, , 3.96, 39.06, 0.15
54999, "2019/12/4 16:13:10", -5.06, 3.83, -51.10, 3.83, , 3.96, 34.18, 0.14
59999, "2019/12/4 16:13:15", -4.90, 3.84, -49.00, 3.83, , 3.96, 39.06, 0.15
64999, "2019/12/4 16:13:20", -4.93, 3.84, -49.50, 3.84, , 3.93, 34.18, 0.13
69999, "2019/12/4 16:13:25", -6.25, 3.80, -62.50, 3.80, , 3.93, 48.83, 0.19
74999, "2019/12/4 16:13:30", -4.92, 3.84, -49.10, 3.83, , 3.96, 34.18, 0.14
80000, "2019/12/4 16:13:35", -5.09, 3.83, -50.90, 3.83, , 3.96, 39.06, 0.15
84999, "2019/12/4 16:13:40", -4.88, 3.84, -48.70, 3.84, , 3.93, 39.06, 0.15
89999, "2019/12/4 16:13:45", -4.93, 3.84, -49.10, 3.83, , 3.93, 39.06, 0.15
94999, "2019/12/4 16:13:50", -6.30, 3.80, -62.60, 3.79, , 3.93, 48.83, 0.19
99999, "2019/12/4 16:13:55", -4.86, 3.84, -48.70, 3.84, , 3.96, 39.06, 0.15
104998, "2019/12/4 16:14:0", -5.07, 3.83, -51.20, 3.83, , 3.96, 39.06, 0.15
109999, "2019/12/4 16:14:5", -6.26, 3.80, -62.40, 3.79, , 3.91, 48.83, 0.19
115000, "2019/12/4 16:14:10", -4.89, 3.84, -49.10, 3.83, , 3.93, 39.06, 0.15
119999, "2019/12/4 16:14:15", -5.28, 3.83, -51.30, 3.82, , 3.93, 39.06, 0.15
124999, "2019/12/4 16:14:20", -4.88, 3.84, -49.20, 3.83, , 3.96, 39.06, 0.15
129999, "2019/12/4 16:14:25", -5.10, 3.83, -50.80, 3.83, , 3.93, 39.06, 0.15
135000, "2019/12/4 16:14:30", -6.25, 3.80, -62.70, 3.79, , 3.93, 48.83, 0.19
139999, "2019/12/4 16:14:35", -4.95, 3.84, -49.20, 3.83, , 3.96, 34.18, 0.14
144999, "2019/12/4 16:14:40", -5.05, 3.83, -51.10, 3.83, , 3.93, 39.06, 0.15
149998, "2019/12/4 16:14:45", -4.90, 3.84, -48.80, 3.83, , 3.96, 39.06, 0.15
154999, "2019/12/4 16:14:50", -4.90, 3.84, -49.00, 3.83, , 3.96, 39.06, 0.15
159998, "2019/12/4 16:14:55", -6.29, 3.80, -62.50, 3.80, , 3.93, 48.83, 0.19
165000, "2019/12/4 16:15:0", -4.99, 3.84, -48.80, 3.83, , 3.96, 39.06, 0.15
169999, "2019/12/4 16:15:5", -5.04, 3.83, -51.00, 3.83, , 3.96, 39.06, 0.15
174999, "2019/12/4 16:15:10", -4.82, 3.83, -55.40, 3.82, , 3.93, 43.95, 0.17
179999, "2019/12/4 16:15:15", -4.91, 3.84, -49.60, 3.83, , 3.93, 39.06, 0.15
185000, "2019/12/4 16:15:20", -6.27, 3.80, -62.60, 3.79, , 3.93, 48.83, 0.19
189999, "2019/12/4 16:15:25", -4.87, 3.84, -48.90, 3.84, , 3.96, 34.18, 0.14
194999, "2019/12/4 16:15:30", -5.06, 3.83, -50.80, 3.83, , 3.93, 39.06, 0.15
199999, "2019/12/4 16:15:35", -6.22, 3.80, -63.10, 3.79, , 3.93, 48.83, 0.19
205000, "2019/12/4 16:15:40", -4.92, 3.83, -49.20, 3.83, , 3.96, 39.06, 0.15
209998, "2019/12/4 16:15:45", -5.07, 3.83, -51.10, 3.82, , 3.93, 39.06, 0.15
215000, "2019/12/4 16:15:50", -4.89, 3.84, -48.60, 3.83, , 3.93, 39.06, 0.15
220000, "2019/12/4 16:15:55", -5.03, 3.84, -49.30, 3.83, , 3.93, 34.18, 0.13
224999, "2019/12/4 16:16:0", -6.24, 3.80, -62.10, 3.79, , 3.93, 48.83, 0.19
229998, "2019/12/4 16:16:5", -4.93, 3.84, -49.30, 3.83, , 3.93, 39.06, 0.15
234999, "2019/12/4 16:16:10", -5.09, 3.83, -51.00, 3.83, , 3.93, 39.06, 0.15
239998, "2019/12/4 16:16:15", -4.90, 3.83, -48.60, 3.83, , 3.93, 39.06, 0.15
244999, "2019/12/4 16:16:20", -4.89, 3.83, -49.30, 3.83, , 3.96, 34.18, 0.14
249999, "2019/12/4 16:16:25", -6.27, 3.80, -62.40, 3.79, , 3.91, 48.83, 0.19
254999, "2019/12/4 16:16:30", -4.89, 3.84, -48.60, 3.83, , 3.96, 39.06, 0.15
259999, "2019/12/4 16:16:35", -5.11, 3.83, -50.80, 3.83, , 3.93, 39.06, 0.15
264998, "2019/12/4 16:16:40", -4.83, 3.82, -59.10, 3.82, , 3.93, 48.83, 0.19
270000, "2019/12/4 16:16:45", -4.92, 3.84, -49.00, 3.83, , 3.93, 39.06, 0.15
275000, "2019/12/4 16:16:50", -6.26, 3.80, -64.10, 3.79, , 3.93, 48.83, 0.19
279999, "2019/12/4 16:16:55", -4.91, 3.83, -48.30, 3.83, , 3.96, 39.06, 0.15
284999, "2019/12/4 16:17:0", -5.09, 3.83, -50.70, 3.83, , 3.93, 39.06, 0.15
289999, "2019/12/4 16:17:5", -6.24, 3.80, -62.60, 3.79, , 3.93, 48.83, 0.19
294999, "2019/12/4 16:17:10", -4.88, 3.83, -49.30, 3.83, , 3.96, 39.06, 0.15
299999, "2019/12/4 16:17:15", -5.07, 3.83, -51.00, 3.82, , 3.96, 39.06, 0.15
304999, "2019/12/4 16:17:20", -4.88, 3.84, -48.80, 3.83, , 3.96, 39.06, 0.15
309999, "2019/12/4 16:17:25", -4.92, 3.83, -49.20, 3.83, , 3.93, 34.18, 0.13
314999, "2019/12/4 16:17:30", -6.30, 3.80, -62.20, 3.79, , 3.91, 48.83, 0.19
319998, "2019/12/4 16:17:35", -5.02, 3.83, -48.90, 3.83, , 3.93, 39.06, 0.15
324999, "2019/12/4 16:17:40", -5.03, 3.83, -50.90, 3.82, , 3.93, 39.06, 0.15
329999, "2019/12/4 16:17:45", -4.93, 3.84, -48.50, 3.83, , 3.93, 39.06, 0.15
334999, "2019/12/4 16:17:50", -4.88, 3.83, -49.20, 3.83, , 3.96, 39.06, 0.15
339999, "2019/12/4 16:17:55", -6.22, 3.80, -62.70, 3.79, , 3.91, 48.83, 0.19
344998, "2019/12/4 16:18:0", -4.87, 3.84, -48.80, 3.83, , 3.93, 39.06, 0.15
350000, "2019/12/4 16:18:5", -5.03, 3.83, -50.90, 3.83, , 3.93, 39.06, 0.15
354999, "2019/12/4 16:18:10", -6.23, 3.80, -62.60, 3.79, , 3.91, 48.83, 0.19
359999, "2019/12/4 16:18:15", -4.93, 3.83, -49.00, 3.83, , 3.93, 39.06, 0.15
364999, "2019/12/4 16:18:20", -5.29, 3.82, -51.20, 3.82, , 3.93, 39.06, 0.15
369999, "2019/12/4 16:18:25", -4.86, 3.83, -48.70, 3.83, , 3.93, 39.06, 0.15
374999, "2019/12/4 16:18:30", -5.04, 3.83, -51.40, 3.82, , 3.93, 39.06, 0.15
380000, "2019/12/4 16:18:35", -6.21, 3.80, -63.20, 3.79, , 3.91, 48.83, 0.19
384999, "2019/12/4 16:18:41", -4.93, 3.83, -49.00, 3.83, , 3.93, 39.06, 0.15
389999, "2019/12/4 16:18:46", -5.10, 3.83, -51.00, 3.82, , 3.96, 39.06, 0.15
394999, "2019/12/4 16:18:51", -4.88, 3.83, -48.60, 3.83, , 3.93, 39.06, 0.15
399998, "2019/12/4 16:18:56", -4.89, 3.83, -49.10, 3.83, , 3.93, 39.06, 0.15
404999, "2019/12/4 16:19:1", -6.33, 3.80, -61.50, 3.79, , 3.93, 48.83, 0.19
409999, "2019/12/4 16:19:6", -4.93, 3.83, -49.00, 3.83, , 3.96, 34.18, 0.14
414999, "2019/12/4 16:19:11", -5.08, 3.83, -50.80, 3.82, , 3.93, 39.06, 0.15
419999, "2019/12/4 16:19:16", -5.04, 3.82, -59.70, 3.81, , 3.91, 43.95, 0.17
424998, "2019/12/4 16:19:21", -4.88, 3.83, -48.90, 3.83, , 3.93, 39.06, 0.15
430000, "2019/12/4 16:19:26", -6.24, 3.80, -62.40, 3.79, , 3.91, 48.83, 0.19
434999, "2019/12/4 16:19:31", -4.86, 3.83, -48.80, 3.83, , 3.93, 39.06, 0.15
440000, "2019/12/4 16:19:36", -5.07, 3.83, -50.70, 3.82, , 3.93, 39.06, 0.15
444999, "2019/12/4 16:19:41", -6.27, 3.79, -62.40, 3.79, , 3.91, 48.83, 0.19
449999, "2019/12/4 16:19:46", -4.87, 3.83, -48.90, 3.83, , 3.96, 39.06, 0.15
454999, "2019/12/4 16:19:51", -5.10, 3.82, -50.40, 3.82, , 3.91, 34.18, 0.13
460000, "2019/12/4 16:19:56", -4.90, 3.83, -48.50, 3.83, , 3.96, 34.18, 0.14
464999, "2019/12/4 16:20:1", -4.98, 3.83, -49.30, 3.83, , 3.93, 39.06, 0.15
469999, "2019/12/4 16:20:6", -6.28, 3.80, -62.70, 3.79, , 3.91, 48.83, 0.19
474999, "2019/12/4 16:20:11", -4.89, 3.83, -48.80, 3.83, , 3.96, 34.18, 0.14
480000, "2019/12/4 16:20:16", -5.05, 3.83, -50.80, 3.82, , 3.93, 39.06, 0.15
484999, "2019/12/4 16:20:21", -4.85, 3.83, -48.50, 3.83, , 3.93, 39.06, 0.15
489999, "2019/12/4 16:20:26", -4.89, 3.83, -49.20, 3.82, , 3.93, 39.06, 0.15
494999, "2019/12/4 16:20:31", -6.17, 3.79, -62.20, 3.79, , 3.91, 48.83, 0.19
499999, "2019/12/4 16:20:36", -4.87, 3.83, -48.90, 3.83, , 3.93, 39.06, 0.15
